FID,OBJECTID,SLUM_CODE,SLUM_NAME,SRNO,CA,WARD_2017,PRABHAG_20,VILLEGE,LANDMARK,Road_Abutt,DECLARATIO,DECLARE_DT,DECLARE_AR,APPROX_HH,AREA_SQM,SNO_CTSNO_,OWNERSHIP,TENEBILITY,LANDUSE,POPULATION,SRA_STATUS,RAY_CODE_N,GIS_ID,SLUM_RATIN,Shape_Leng,Shape_Area,SCHEME_COV,DENSITY
248,224,1204102215,SADE SATARA NALI TUPE VASTI,323,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,HADAPSAR,SADE SATARA NALI TUPE VASTI,INTERNAL ROAD,NOT DECLARED, , ,23,39884.87367,S.NO.206,PMC + STATE GOVT + FOREST,TENABLE,GAOTHAN,138,NO,1220,HADA4306,73,968.2972338,39884.87367, ,6
249,225,1201032129,SHANKAR MATH,113,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,HADAPSAR,SOLAPUR ROAD,60M DP ROAD,DECLARED,MGG 27/07/2000 Pg 1465,8715 SQM,363,9048.631119,S.NO.152/A,STATE GOVT,TENABLE,RESIDENTIAL ZONE,2178,PRAPOSAL SUBMITTED BY MANAV RAHAB LLP,0558,DHOL2011,87,585.9984268,9048.631119,WHOLE SLUM,401
250,226,1204112404,HINGANE MALA BIRAJDAR NAGAR,344,CA-1,11 VANWADI RAMTEKDI,24 RAMTEKDI SAYYAD NAGAR,HADAPSAR,HADAPSAR TPS,20M DP ROAD,NOT DECLARED, , ,439,18859.16504,S.NO.86,PMC + STATE GOVT,TENABLE,EWS ZONE DP ROAD CANAL EMANKMENT,2634,NO,1206,HADA4203,82,1001.470648,18859.16504, ,233
251,227,1204112505,MAKAD VASTI LAXMI NAGAR,366,CA-1,11 VANWADI RAMTEKDI,25 VANAWADI,HADAPSAR,HADAPSAR INDUSTRIAL AREA,12M DP ROAD,NOT DECLARED, , ,46,9984.078946,S.NO.297A,PRIVATE,TENABLE,EWS ZONE,276,NO,0539,DHOL2007,77,435.4410658,9984.078946, ,46
252,228,1204112507,SHEVKAR VASTI HADAPSAR,368,CA-1,11 VANWADI RAMTEKDI,25 VANAWADI,HADAPSAR,HADAPSAR INDUSTRIAL AREA,12M 18M DP ROAD,DECLARED,MGG 10/12/1981 Pg 3598, ,50,636.9233555,"S.NO.121, 296A(Pt), 29(Pt)",PRIVATE,TENABLE,RESIDENTIAL ZONE DP ROAD,300,PRAPOSAL SUBMITTED BY YESH DEVELOPERS,0559,DHOL2013,84,128.0793608,636.9233555,WHOLE SLUM,785
253,229,1205131618,SADANAND NAGAR SOMWAR PETH,393,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,SADANAND NAGAR SOMWAR PETH,24M DP ROAD,DECLARED,MGG 16/08/1973 Pg 1728,7156.44 SQM,568,13754.78405,"FP.NO.55, 56, 57",PRIVATE,COMPLETED,EWS ZONE,3408,SRA SCHEME COMPLETED BY SADANAND DEVELOPERS ON FP NP. 57 AND PRAPOSAL SUBMITTED BY TARA CONSTRUCTION ON FP NO 55,0556,DHOL4011,79,472.7575742,13754.78405, ,413
254,230,1201032022,TADIWALA ROAD NALANDA,83,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,SANGAMWADI TPS,TADIWALA ROAD,12M DP ROAD,NOT DECLARED, , ,133,4655.831404,FP.NO.110,RAILWAY,TENABLE,EWS ZONE,798,NO,0568,DHOL2213,74,272.3797529,4655.831404, ,286
255,231,1201032011,PANMALA TADIWALA ROAD,72,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,SANGAMWADI TPS,TADIWALA ROAD,15M DP ROAD,DECLARED,MGG 01/05/1980 Pg 1298,2952 SQM,237,6139.091633,"FP.NO.103, 107",PRIVATE,COMPLETED,EWS ZONE,1422,SRA SCHEME COMPLETED BY BELWANKAR HOUSING,0545,DHOL2207,85,333.8158003,6139.091633, ,386
256,232,1201032114,KAWADEWADI,98,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,SANGAMWADI TPS,KOREGAON PARK,SAMGAMWADI TPS ROAD,DECLARED,MGG 16/08/1973 Pg 1726 & 1727,15856.53 SQM,660,17899.41637,"FP.NO.368, 369, 378, 382, 383",PRIVATE,TENABLE,RESIDENTIAL ZONE,3960,NO,0530,DHOL2104,80,688.4488044,17899.41637, ,369
257,233,1201032102,B.T. KAWADE ROAD,86,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,GHORPADI,BFC ROAD,24M DP ROAD,NOT DECLARED, , ,25,890.1098616,S.NO.45,PRIVATE + DEFENCE,UNTENABLE,TRAFIC & TRANSPORT ZONE RAILWAY,150,NO,1503,KOND4101,58,184.9813775,890.1098616, ,281
258,234,1204112412,RAM NAGAR RAM TEKADI,352,CA-1,11 VANWADI RAMTEKDI,24 RAMTEKDI SAYYAD NAGAR,HADAPSAR,RAMTEKADI,30M DP ROAD,NOT DECLARED, , ,659,25736.52403,"S.NO.109(pt), 108A(pt)",PMC,UNTENABLE,FOREST ZONE DP ROAD RAILWAY,3954,NO,1525,KOND4605,54,859.3976042,25736.52403, ,256
259,235,1201032105,BURNING GHAT AZAD SMARAK,89,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,SANGAMWADI TPS,AZAD SMARAK,DP ROAD,NOT DECLARED, , ,37,959.6196518,FP.NO.296,PMC,TENABLE,RESIDENTIAL ZONE,222,NO,0513,DHOL2102,89,137.800865,959.6196518, ,386
260,236,1201032124,POPULAR HEIGHT BUND GARDEN,108,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,SANGAMWADI TPS,MAULANA ABDUL KALAM SMARAK,BURNING GHAT ROAD,NOT DECLARED, , ,33,409.5527091,FP.NO.283,PMC,TENABLE,RESIDENTIAL ZONE,984,NO,0550,DHOL2109,90,83.47109652,409.5527091, ,806
261,237,1201032127,SANT GADGE MAHARAJ KOREGAON PARK,111,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,KOREGAON PARK,SOUTHERN MAIN ROAD,18M DP ROAD,DECLARED,MGG 28/07/1983 Pg 1649,8276 SQM,393,9696.367308,NALA,NALA,UNTENABLE,RECREATIONAL ZONE NALA,2358,NO,0557,DHOL2112,62,487.134692,9696.367308, ,405
262,238,1205131610,JUNA BAZAR,385,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,JUNA BAZAR,30M DP ROAD,DECLARED,MGG 02/02/1995 Pg 33,1899.74 SQM,707,27150.37608,"FP.NO.898, 897, 897A",PRIVATE,UNTENABLE,RESERVATION SC-6 CONVERTED INTO TRAFIC & TRANSPORTATION,4242,NO,0525,DHOL2307,74,800.9321316,27150.37608, ,260
263,239,1205131611,KAGADI PURA KASBA PETH,386,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,KAGADI PURA KASBA PETH,INTERNAL PETH ROAD,DECLARED,MGG 23/02/1984 Pg 819,885.5 SQM,50,1249.460478,CTS.NO.917,PRIVATE,COMPLETED,EWS ZONE,300,SRA SCHEME COMPLETED BY SAHARA REFE CONSTRUCTION,0527,DHOL2311,87,164.1077704,1249.460478, ,400
264,240,1201032122,MILIND NAGAR GHORAPADI,106,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,GHORPADI,HDAPSAR INDUSTRIAL AREA,30M DP ROAD,NOT DECLARED, , ,173,4803.888518,S.NO.54,PRIVATE,TENABLE,RESIDENTIAL ZONE,1038,NO,1521,KOND4111,76,479.812997,4803.888518, ,360
265,241,1205131614,KHANWADA 423,389,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,KHANWADA 423,24M DP ROAD,NOT DECLARED, , ,80,2120.157718,FP.NO.28,PRIVATE,COMPLETED,EWS ZONE,480,SRA SCHEME COMPLETED BY RIYAJ KURESHI,0531,DHOL4007,80,184.6798827,2120.157718, ,377
266,242,1205141808,ANGAR SHAHA TAKIYA BHAWANI PETH,432,CA-1,14 BHAVANI PETH,18 KHADAKMAL ALI M PHULE PETH,TPS-III,MAHATMA PHULE ROAD,INTERNAL ROAD,NOT DECLARED, , ,270,12128.04723,S.NO.101 ( FP NO 242),PRIVATE,TENABLE,M 1.33 P1 RESERVATION AND ADJOINING ROAD DELETED AND INCLUDED IN PARTLY COMMERCIAL AND SLUM ZONE,1620,NO,0913,BHAV5901,69,554.2546545,12128.04723, ,223
267,243,1205141937,PIMPAL MALA MAHATMA PHULE PETH,476,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,PIMPAL MALA MAHATMA PHULE PETH,15M 30M DP ROAD,DECLARED,MGG 23/02/1984 Pg 819,2430.23 SQM,144,2806.109496,FP.NO.278,PRIVATE + PMC,TENABLE,EWS ZONE,864,PRAPOSAL SUBMITTED BY SHRI LAXMINARAYAN REALITY PVT,0959,BHAV6019,84,229.5887171,2806.109496, ,513
268,244,1205141911,GURU NANAK RAJIV GANDHI VASAHAT,450,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,SHANKARSHETH ROAD,INTERNAL LAYOUT ROAD,DECLARED,MGG 31/10/1984 Pg 4,1475 SQM,110,1816.030976,"FP.NO.377/27, 378/28, NALA",PRIVATE + PMC,TENABLE,RESIDENTIAL ZONE WATER BODY,660,PRAPOSAL SUBMITTED BY BUSHARA CONSTRUCTION,0929,BHAV6003,86,198.1761742,1816.030976, ,606
269,245,1201032018,SONAVANE NAGAR,79,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,NANA PETH,WAGHMARE GURUJI PATH,INTERNAL PETH ROAD,DECLARED,MGG 23/02/1984 Pg 817,2665.20 SQM,100,3483.766533,"CTS.NO.1038, 1041, 1046",PRIVATE,COMPLETED,EWS ZONE,600,SRA SCHEME COMPLETED BY GOLDEN CONSTRUCTION,0964,BHAV4706,84,273.324264,3483.766533, ,287
270,246,1205141913,KASHEWADI ANJUMAN MASJID,452,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,200,11425.86002,"FP.NO.340, 341+342",PRIVATE,TENABLE,EWS ZONE,1200,NO,0931,BHAV6004,76,430.3782655,11425.86002, ,175
271,253,1204112503,KAMELA SLAUGHTER HOUSE KONDWA,364,CA-1,11 VANWADI RAMTEKDI,25 VANAWADI,KONDWA KH,KAMELA SLAUGHTER HOUSE KONDWA,36M 24M DP ROAD,DECLARED,MGG 12/10/2000 Pg 2226,918 SQM,238,3783.857397,S.NO.4A1A1,PRIVATE,TENABLE,EWS ZONE DP ROAD,1428,NO,1514,KOND6301,85,278.611284,3783.857397, ,629
272,254,1204112504,MAHATMA PHULE VASTI KAMELA,365,CA-1,11 VANWADI RAMTEKDI,25 VANAWADI,KONDWA KH,KAMELA SLAUGHTER HOUSE,24M 15M DP ROAD,DECLARED,MGG 12/10/2000 Pg 2226,2056.3 SQM,134,6334.731106,S.NO.4A1A1,PRIVATE,TENABLE,EWS ZONE RESERVATION PK-22 DP ROAD,804,PRAPOSAL SUBMITTED BY OXFORD PROPERTY,1518,KOND6302,75,502.545167,6334.731106, ,212
273,255,1204123801,CHAITRABAN VASAHAT BIBVEWADI,371,CA-1,12 KONDHWA YEVALEWADI,38 RAJIV GANDHI PARK BALAJI NAGAR,BIBVEWADI,36M DP ROAD BIBVEWADI,36M DP ROAD,NOT DECLARED, , ,819,15897.01467,"S.NO.666, 647, 665, 661",PRIVATE + PMC,TENABLE,EWS ZONE,4914,NO,1301,DHAN7601,73,676.3198431,15897.01467, ,515
274,256,1205153603,BHIMDEEP KUMBHAR VASTI BIBVEWADI,483,CA-1,15 BIBVEWADI,36 MARKET YARD LOWER INDIRA NAGAR,BIBVEWADI,SWAMI VIVEKANAND MARG BIBVEWADI,30M DP ROAD,NOT DECLARED, , ,107,1287.054257,S.NO.672,PRIVATE + PMC,UNTENABLE,RESERVATION G-18 NALA DP ROAD,642,NO,1403,BIBE7001,58,145.9061894,1287.054257, ,831
275,257,1203083018,JANATA VASAHAT 5,267,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,JANATA VASAHAT PARVATI PAYATHA,CANAL ROAD,DECLARED,MGG 22/12/1983 Pg 3430,103183SQM,1897,58307.01211,"FP.NO.518, 517, 523",PRIVATE,UNTENABLE,RESERVATION PK-3 EWS ZONE  CANAL EMBANKMENT,11382,NO,0823,TILK5607,68,1252.729429,58307.01211, ,325
276,258,1205132917,SAINATH NAGAR NEAR LAXMI NARAYAN THEATAR-2,411,CA-3,13 KASBA VISHRAMBAG,29 NAVI PETH PARVATI,TPS-III,LAXMI NARAYAN THEATAR,50M DP ROAD,DECLARED,MGG 21/06/1984 Pg 1950,1178 SQM,978,14386.85572,"FP.NO.488, 487A, 487B/1, 487B/2",PRIVATE + PMC + STATE GOVT,TENABLE,EWS ZONE,5868,NO,1023,SAHA5705,80,483.668261,14386.85572, ,680
277,259,1201020617,SADALBABA DARGA TO CHIMA UDHYAN,52,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,BUND GARDEN,45M DP ROAD,NOT DECLARED, , ,100,10085.65045,S.NO.29,PMC,REMOVED,PARK,600,SLUM SEEMS TO BE REMOVED,0629,SANG1406,61,426.3270677,10085.65045, ,99
278,260,1201020201,ADARSHA INDIRA NAGAR YERAWADA,21,CA-3,02 YERWADA KALAS DHANORI,02 PHULE NAGAR NAGPUR CHAWL,YERAWADA,OLD PUNE ALANDI ROAD,30M DP ROAD,NOT DECLARED, , ,878,26190.2366,S.NO.93,STATE GOVT,TENABLE,EWS + GREEN BELT + PSP,5268,NO,0601,SANG1601,84,687.6105372,26190.2366, ,335
279,261,1201020204,CHANDRAMA NAGAR YERAWADA,24,CA-3,02 YERWADA KALAS DHANORI,02 PHULE NAGAR NAGPUR CHAWL,YERAWADA,NEAR MENTAL HOSPITAL YERAWADA,20M DP ROAD,NOT DECLARED, , ,129,7621.042796,S.NO.27,STATE GOVT,TENABLE,EWS ZONE,774,NO,0703,NAGA0401,80,451.4012521,7621.042796, ,169
280,262,1201020211,PANCHASHIL NAGAR YERAWADA,31,CA-3,02 YERWADA KALAS DHANORI,02 PHULE NAGAR NAGPUR CHAWL,YERAWADA,NEAR MENTAL HOSPITAL YERAWADA,20M DP ROAD,NOT DECLARED, , ,464,11857.7968,S.NO.27,STATE GOVT,TENABLE,EWS ZONE,2784,NO,0714,NAGA0406,79,609.1379655,11857.7968, ,391
281,263,1201020105,S.NO.111 WADAR VASTI KALAS,18,CA-3,02 YERWADA KALAS DHANORI,01 KALAS DHANORI,KALAS,PUNE ALANDI ROAD,45M DP ROAD,DECLARED,MGG 22/12/1983 Pg 3432,2670 SQM,200,34022.80959,S.NO.111,PRIVATE,TENABLE,EWS ZONE RESIDENTIAL ZONE,1200,PRAPOSAL SUBMITTED BY SAMYAK GRUHANIRMAN,0627,SANG0508,74,843.3799252,34022.80959, ,59
282,264,1202040824,S.NO.26 BOPODI,142,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,BOPODI GAOTHAN,NO ACCESS ROAD,DECLARED,MGG 31/10/1984 Pg 3,12846 SQM,452,14213.49282,S.NO.26,PRIVATE + DEFENCE,TENABLE,RESERVATION HS-12 EWS RESIDENTIAL ZONE,2712,PRAPOSAL SUBMITTED BY SAI INFRA,0128,AUND0619,65,569.4722266,14213.49282, ,318
283,265,1202040823,S.NO.25 BOPODI,141,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,BOPODI GAOTHAN,12M DP ROAD,DECLARED,MGG 26/02/1976 AND  303/12/1987,8432 SQM,421,11873.62007,S.NO.25,PRIVATE,TENABLE,RESERVATION HS-12 EWS ZONE & DP ROAD,2526,NO,0127,AUND0618,69,554.9734334,11873.62007, ,355
284,266,1202040820,KAMALABAI BAHIRAT CHAWL BOPODI,138,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,KAMALABAI BAHIRAT CHAWL BOPODI,NO ACCESS ROAD,NOT DECLARED, , ,34,2557.739588,S.NO.24B,PRIVATE,TENABLE,EWS ZONE T & T ZONE,204,NO,0122,AUND0615,63,363.7537633,2557.739588, ,133
285,267,1203083013,JANATA VASAHAT 1,262,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,JANATA VASAHAT PARVATI PAYATHA,CANAL ROAD,DECLARED,MGG 22/12/1983 Pg 3430,62500SQM,1924,44148.11588,"FP.NO.521B, 521C",PRIVATE,UNTENABLE,RESERVATION PK-3 EWS ZONE,11544,NO,0818,TILK5602,49,1127.052333,44148.11588, ,436
286,268,1203083014,JANATA VASAHAT 2,263,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,JANATA VASAHAT PARVATI PAYATHA,CANAL ROAD,DECLARED,MGG 22/12/1983 Pg 3430,143000 SQM,287,70767.49458,"FP.NO.521A, 521B, 518",PRIVATE,UNTENABLE,RESERVATION PK-3 EWS ZONE,1722,PRAPOSAL SUBMITTED BY ISHWAR CONSTRUCTION,0819,TILK5603,68,1343.901506,70767.49458, ,41
287,269,1203083015,JANATA VASAHAT 3,264,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,JANATA VASAHAT PARVATI PAYATHA,CANAL ROAD,DECLARED,MGG 22/12/1983 Pg 3430,95830 SQM,1516,44822.51665,"FP.NO.518, 519",PRIVATE,UNTENABLE,RESERVATION PK-3 EWS ZONE,9096,NO,0820,TILK5604,68,1132.017056,44822.51665, ,338
288,270,1203083017,JANATA VASAHAT 4B,266,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,JANATA VASAHAT PARVATI PAYATHA,CANAL ROAD,DECLARED,MGG 22/12/1983 Pg 3430,84548 SQM,1304,42673.35654,"FP.NO.518, 523",PRIVATE,UNTENABLE,RESERVATION PK-3 EWS ZONE,7824,NO,0822,TILK5606,68,913.4891311,42673.35654, ,306
289,271,1203083016,JANATA VASAHAT 4A,265,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,JANATA VASAHAT PARVATI PAYATHA,CANAL ROAD,DECLARED,MGG 22/12/1983 Pg 3430,103183 SQM,649,29336.27996,"FP.NO.518, 523",PRIVATE,UNTENABLE,RESERVATION PK-3 EWS ZONE,3894,NO,0821,TILK5605,68,781.6073825,29336.27996, ,221
290,272,1205141924,KASHEWADI MASOBA MANDIR,463,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,400,4625.3697,S.NO.91,PRIVATE,TENABLE,EWS ZONE,2400,NO,0942,BHAV6014,78,316.6086757,4625.3697, ,865
291,273,1205141918,KASHEWADI CHAMAN SHAHA DARGA 2,457,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,159,2771.70997,S.NO.90,PRIVATE,TENABLE,EWS ZONE DP ROAD,954,NO,0936,BHAV6009,78,342.2328073,2771.70997, ,574
292,274,1205141916,KASHEWADI BHAGAWA CHOWK,455,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,140,2196.70911,S.NO.90,PRIVATE,TENABLE,EWS ZONE DP ROAD,840,NO,0934,BHAV6007,78,255.0844116,2196.70911, ,637
293,275,1205141920,KASHEWADI HANUMAN TARUN MANDAL,459,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,190,2741.033316,S.NO.91,PRIVATE,TENABLE,EWS ZONE NALA,1140,NO,0938,BHAV6011,78,280.1331315,2741.033316, ,693
294,276,1205141914,KASHEWADI ASHOK NAGAR,453,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,200,9427.28936,"FP.NO.339, 338",PRIVATE,TENABLE,EWS ZONE,1200,NO,0932,BHAV6005,77,426.3706184,9427.28936, ,212
295,277,1205141921,KASHEWADI HARAKA NAGAR,460,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,300,2968.47571,FP.NO.340,PRIVATE,TENABLE,EWS ZONE DP ROAD,1800,NO,0939,BHAV6012,78,277.3430895,2968.47571, ,1011
296,278,1205141925,KASHEWADI NAVGHAR PACHADI,464,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,150,5343.419632,FP.NO.341+342,PRIVATE,TENABLE,EWS ZONE DP ROAD,900,NO,0943,BHAV6015,76,393.8886257,5343.419632, ,281
297,279,1205141923,KASHEWADI LAXMIMATA MANDIR,462,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,450,8090.256137,FP.NO.341+342,PRIVATE,TENABLE,EWS ZONE DP ROAD,2700,NO,0941,BHAV6013,77,423.1189374,8090.256137, ,556
298,280,1205141915,KASHEWADI BEHIND POLICE CHOWKY,454,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,200,2174.061182,"CTS.NO.648B, C, D, E",PRIVATE + STATE GOVT,TENABLE,EWS ZONE RESIDENTIAL ZONE DP ROAD,1200,NO,0933,BHAV6006,79,213.0287284,2174.061182, ,920
299,281,1205141919,KASHEWADI DEEPJYOTI,458,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,150,8073.00426,S.NO.90,PRIVATE,TENABLE,EWS ZONE RESIDENTIAL ZONE DP ROAD,900,NO,0937,BHAV6010,76,544.8786988,8073.00426, ,186
300,282,1205141926,KASHEWADI PMC COLONY,465,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,100,4341.136056,S.NO.91,PRIVATE,TENABLE,EWS ZONE DP ROAD,600,NO,0944,BHAV6016,80,298.5512382,4341.136056, ,230
301,283,1205141917,KASHEWADI CHAMAN SHAHA DARGA,456,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,130,4184.306581,S.NO.90,PRIVATE,TENABLE,EWS ZONE DP ROAD,780,NO,0935,BHAV6008,76,549.9013009,4184.306581, ,311
302,284,1205141936,LOHIYA NAGAR 54 H/P,475,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR BHAVANI PETH,15M 24M DP ROAD,DECLARED,MGG 21/06/1984 Pg 1949,61200 SQM,1075,22045.88892,"FP.NO.160, 161, 162, 163A",PMC,TENABLE,EWS ZONE,6450,NO,0954,BHAV6518,75,620.4902385,22045.88892, ,488
303,285,1205141933,LOHIYA NAGAR 54 E/P,472,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR BHAVANI PETH,15M 24M DP ROAD,DECLARED,MGG 21/06/1984 Pg 1949,61200 SQM,345,6516.334272,"FP.NO.169+170+171, TPSROAD",PRIVATE,TENABLE,SI & EWS ZONE,2070,NO,0951,BHAV6515,77,373.3963355,6516.334272, ,529
304,286,1205141930,LOHIYA NAGAR 54 B/P,469,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR BHAVANI PETH,15M 24M DP ROAD,DECLARED,MGG 21/06/1984 Pg 1949,61200 SQM,860,15219.97008,"FP.NO.166, 167, 168, 169+170+171, TPSROAD",PRIVATE,TENABLE,SI & EWS ZONE,5160,NO,0948,BHAV6512,72,518.9781735,15219.97008, ,565
305,287,1205141935,LOHIYA NAGAR 54 G/P,474,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR BHAVANI PETH,15M 24M DP ROAD,DECLARED,MGG 21/06/1984 Pg 1949,61200 SQM,175,1768.864347,"FP.NO.164, 164A",PRIVATE,TENABLE,EWS ZONE DP ROAD,1050,NO,0953,BHAV6517,81,193.4709802,1768.864347, ,989
306,288,1205141934,LOHIYA NAGAR 54 F/P,473,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR BHAVANI PETH,15M 24M DP ROAD,DECLARED,MGG 21/06/1984 Pg 1949,61200 SQM,299,3355.559912,"FP.NO.164, 164A, 165",PRIVATE,TENABLE,EWS ZONE,1794,NO,0952,BHAV6516,79,285.9545231,3355.559912, ,891
307,289,1205141932,LOHIYA NAGAR 54 D/P,471,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR BHAVANI PETH,15M 24M DP ROAD,DECLARED,MGG 21/06/1984 Pg 1949,61200 SQM,260,3361.117581,"FP.NO.164A, 165",PRIVATE,TENABLE,EWS ZONE,1560,NO,0950,BHAV6514,79,308.2497539,3361.117581, ,774
308,290,1205141931,LOHIYA NAGAR 54 C/P,470,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR BHAVANI PETH,15M 24M DP ROAD,DECLARED,MGG 21/06/1984 Pg 1949,61200 SQM,300,3287.951792,FP.NO.165,PRIVATE,TENABLE,EWS ZONE,1800,NO,0949,BHAV6513,76,261.3974639,3287.951792, ,912
309,291,1204102605,SIDHARTH NAGAR KONDWA,340,CA-1,10 HADAPSAR MUNDHWA,26 MOHAMMADWADI KAUSARBAG,KONDWA KH,KONDHWA MOHAMMADWADI ROAD,INTERNAL ROAD,DECLARED,MGG 09/08/1993 Pg 2036,9300 SQM,342,10242.79217,S.NO.20,PRIVATE,TENABLE,EWS ZONE,2052,NO,1532,KOND6104,80,518.9484211,10242.79217, ,334
310,292,1205153604,PANCHASHIL PAPAL VASTI,484,CA-1,15 BIBVEWADI,36 MARKET YARD LOWER INDIRA NAGAR,BIBVEWADI,BIBVEWADI GAOTHAN,18M DP ROAD,NOT DECLARED, , ,362,9061.81067,SNO.634/7A (CTS NO 451),PRIVATE,TENABLE,RESERVATION PG-8  RESEDENTIAL ZONE,1098,NO,1406,BIBE7002,65,428.5067608,9061.81067, ,399
311,293,1205131605,BHAI ALI KUMBHAR WADA KASBA PETH,380,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,KUMBHAR WADA KASBA PETH,30M DP ROAD,NOT DECLARED, , ,131,14124.39214,"CTS.NO.957, 960 TO 1041, 1251, 1259, 1260",PRIVATE + STATE GOVT + TRUST,TENABLE,EWS ZONE,786,NO,0509,DHOL2301,70,466.4534956,14124.39214, ,93
